agencyId,agencyName,uoaId,uoaName,rcId,rcName,bcId,bcName,ocId,ocName,oId,oName,amount
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,2000,Emergency Management OTPS,60,CNTRCTL SVCS,624,CLEANING SERVICES,19525
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,2000,Emergency Management OTPS,60,CNTRCTL SVCS,633,TRANSPORTATION EXPENDITURES,969
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,2000,Emergency Management OTPS,60,CNTRCTL SVCS,684,PROF SERV COMPUTER SERVICES,9600
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,2000,Emergency Management OTPS,60,CNTRCTL SVCS,686,PROF SERV OTHER,2322500
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,3000,Emergency Budget Code,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,16100
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,3000,Emergency Budget Code,10,SUPPLYS&MATL,110,FOOD & FORAGE SUPPLIES,3000
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,3000,Emergency Budget Code,30,PROPTY&EQUIP,300,EQUIPMENT GENERAL,34500
017,DEPARTMENT OF EMERGENCY MANAGEMENT,002,OTHER THAN PERSONAL SERVICES,0001,ADMINISTRATION,3000,Emergency Budget Code,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,40000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,01,F/T SALARIED,001,FULL YEAR POSITIONS,2803980
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,02,OTH SALARIED,021,PART-TIME POSITIONS,164558
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,03,UNSALARIED  ,031,UNSALARIED,174261
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,04,ADD GRS PAY ,041,ASSIGNMENT DIFFERENTIAL,1234
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,64790
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,04,ADD GRS PAY ,047,OVERTIME,100000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,04,ADD GRS PAY ,061,SUPPER MONEY,500
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,10995
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,2002,Other Than Real Property Taxes,01,F/T SALARIED,001,FULL YEAR POSITIONS,1375987
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,2002,Other Than Real Property Taxes,03,UNSALARIED  ,031,UNSALARIED,25347
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,2002,Other Than Real Property Taxes,04,ADD GRS PAY ,041,ASSIGNMENT DIFFERENTIAL,5000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,001,PERSONAL SERVICES,0001,TAX COMMISSION,2002,Other Than Real Property Taxes,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,36114
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,5467
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,10,SUPPLYS&MATL,110,FOOD & FORAGE SUPPLIES,1100
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,10,SUPPLYS&MATL,199,DATA PROCESSING SUPPLIES,6000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,30,PROPTY&EQUIP,300,EQUIPMENT GENERAL,850
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,30,PROPTY&EQUIP,314,OFFICE FURITURE,800
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,30,PROPTY&EQUIP,332,PURCH DATA PROCESSING EQUIPT,5500
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,30,PROPTY&EQUIP,337,BOOKS-OTHER,43615
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,30,PROPTY&EQUIP,338,LIBRARY BOOKS,10000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,400,CONTRACTUAL SERVICES-GENERAL,190
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,402,TELEPHONE & OTHER COMMUNICATNS,1362
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,403,OFFICE SERVICES,6388
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,11292
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,451,NON OVERNIGHT TRVL EXP-GENERAL,2350
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,1000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,40,OTHR SER&CHR,465,OBLIGATORY COUNTY EXPENSES,15000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,60,CNTRCTL SVCS,602,TELECOMMUNICATIONS MAINT,250
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,60,CNTRCTL SVCS,612,OFFICE EQUIPMENT MAINTENANCE,2000
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,60,CNTRCTL SVCS,613,DATA PROCESSING EQUIPMENT,8600
021,OFFICE OF ADMINISTRATIVE TAX APPEALS,002,OTHER THAN PERSONAL SERVICE,0001,TAX COMMISSION,1001,AGENCYWIDE OPERATIONS,70,FXD MIS CHGS,794,TRAINING CITY EMPLOYEES,200
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,0104,MOPD - PEOPLE WITH DISABILITIES,01,F/T SALARIED,001,FULL YEAR POSITIONS,97000
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,1303,INTRA-CITY LAW/HEALTH LEGAL SERVICES,01,F/T SALARIED,001,FULL YEAR POSITIONS,145079
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,1304,OFFICE OF SPECIAL ENFORCEMENT,01,F/T SALARIED,001,FULL YEAR POSITIONS,385000
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,2204,OC EDC LEGAL SERVICES,01,F/T SALARIED,001,FULL YEAR POSITIONS,417024
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,2801,LABOR & EMPLOYMENT LAW,01,F/T SALARIED,001,FULL YEAR POSITIONS,6025869
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,2801,LABOR & EMPLOYMENT LAW,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,2699
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,2901,TAX & BANKRUPTCY LITIGATION,01,F/T SALARIED,001,FULL YEAR POSITIONS,5348625
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,2901,TAX & BANKRUPTCY LITIGATION,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,741
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,3001,INFORMATION TECHNOLOGY DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,2209166
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,3001,INFORMATION TECHNOLOGY DIVISION,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,4914
025,LAW DEPARTMENT,001,PERSONAL SERVICES,----,None,3401,E-DISCOVERY GROUP,01,F/T SALARIED,001,FULL YEAR POSITIONS,1802606
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0001,EXECUTIVE,0101,EXECUTIVE,01,F/T SALARIED,001,ULL YEAR POSITIONS,3492130
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0001,EXECUTIVE,2401,ENVIRONENTAL LAW,01,F/T SALARIED,001,FULL YEAR POSITIONS,1569779
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0001,EXECUTIVE,2501,SPECIAL FEDERAL LITIGATION,01,F/T SALARIED,001,FULL YEAR POSITIONS,14272265
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,01,F/T SALARIED,001,FULL YEAR POSITIONS,4829732
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,02,OTH SALARIED,021,PART-TIME POSITIONS,2340
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,03,UNSALARIED  ,031,UNSALARIED,2991310
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,041,ASSIGNMENT DIFFERENTIAL,24083
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,155973
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,043,SHIFT DIFFERENTIAL,48167
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,045,HOLIDAY PAY,1205
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,046,TERMINAL LEAVE,1205
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,047,OVERTIME,1205
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,04,ADD GRS PAY ,061,SUPPER MONEY,17000
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0003,APPEALS,0301,APPEALS DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,4407468
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0003,APPEALS,0302,APPEALS-IFA,01,F/T SALARIED,001,FULL YEAR POSITIONS,235372
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0006,CONTRACTS + REAL ESTATE,0601,CONTRACTS,01,F/T SALARIED,001,FULL YEAR POSITIONS,1075961
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0006,CONTRACTS + REAL ESTATE,0602,CONTRACTS & REAL ESTATE-IFA,01,F/T SALARIED,001,FULL YEAR POSITIONS,229352
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0006,CONTRACTS + REAL ESTATE,0602,CONTRACTS & REAL ESTATE-IFA,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,5398
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0007,OPERATIONS SUPPORT DIVISION,0701,OPERATIONS SUPPORT,01,F/T SALARIED,001,FULL YEAR POSITIONS,3657761
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0007,OPERATIONS SUPPORT DIVISION,0701,OPERATIONS SUPPORT,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,8747
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0009,FAMILY COURT,0901,FAMILY COURT-USDL,01,F/T SALARIED,001,FULL YEAR POSITIONS,8736487
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0009,FAMILY COURT,0901,FAMILY COURT-USDL,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,169
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0009,FAMILY COURT,0902,FAMILY COURT-USDL,01,F/T SALARIED,001,FULL YEAR POSITIONS,2761988
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0010,GENERAL LITIGATION,1001,GENERAL LITIGATION DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,3000744
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0012,LEGAL COUNSEL,1201,LEGAL COUNSEL,01,F/T SALARIED,001,FULL YEAR POSITIONS,3103930
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0013,ADMINISTRATIVE LAW,1301,ADMINISTRATIVE LAW DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,3320896
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0015,AFFIRMATIVE LITIGATION,1501,AFFIRMATIVE LITIGATION,01,F/T SALARIED,001,FULL YEAR POSITIONS,2303916
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0015,AFFIRMATIVE LITIGATION,1501,AFFIRMATIVE LITIGATION,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,169
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0017,WORKERS' COMPENSATION,1701,WORKER'S COMPENSATION DIV,01,F/T SALARIED,001,FULL YEAR POSITIONS,4902196
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0017,WORKERS' COMPENSATION,1701,WORKER'S COMPENSATION DIV,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,3246
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0017,WORKERS' COMPENSATION,1702,IC HHC SERVICES,01,F/T SALARIED,001,FULL YEAR POSITIONS,355929
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0017,WORKERS' COMPENSATION,2802,IC HHC SERVICES - LE,01,F/T SALARIED,001,FULL YEAR POSITIONS,165000
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0020,TORT,2001,TORT DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,54961434
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0020,TORT,2001,TORT DIVISION,03,UNSALARIED  ,031,UNSALARIED,3494
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0020,TORT,2001,TORT DIVISION,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,6180
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0021,COMMERCIAL LITIGATION,2101,COMMERCIAL LITIGATION DIV,01,F/T SALARIED,001,FULL YEAR POSITIONS,1911249
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0021,COMMERCIAL LITIGATION,2102,COMMERCIAL LITIGATION-IFA,01,F/T SALARIED,001,FULL YEAR POSITIONS,2924915
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0022,ECONOMIC DEVELOPMENT DIVISION,2201,ECONOMIC DEVELOPMENT DIV,01,F/T SALARIED,001,FULL YEAR POSITIONS,1987855
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0022,ECONOMIC DEVELOPMENT DIVISION,2202,ECONOMIC DEVELOPMENT-IFA,01,F/T SALARIED,001,FULL YEAR POSITIONS,83899
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0023,MUNICIPAL FINANCE,2301,MUNICIPAL FINANCE,01,F/T SALARIED,001,FULL YEAR POSITIONS,653421
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0024,ENVIRONMENTAL LAW,2402,ENVIRONMENTAL LAW-IFA,01,F/T SALARIED,001,FULL YEAR POSITIONS,226547
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0032,LITIGATION SUPPORT,3201,LITIGATION SUPPORT DIVISION,01,F/T SALARIED,001,FULL YEAR POSITIONS,2413037
025,LAW DEPARTMENT,001,PERSONAL SERVICES,0032,LITIGATION SUPPORT,3201,LITIGATION SUPPORT DIVISION,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,2599
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,----,None,2004,DOT LEGAL SERVICES,60,CNTRCTL SVCS,682,PROF SERV LEGAL SERVICES,10000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,445000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,10,SUPPLYS&MATL,106,MOTOR VEHICLE FUEL,21000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,10,SUPPLYS&MATL,117,POSTAGE,400000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,10,SUPPLYS&MATL,199,DATA PROCESSING SUPPLIES,20616
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,314,OFFICE FURITURE,25000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,315,OFFICE EQUIPMENT,15000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,319,SECURITY EQUIPMENT,14000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,332,PURCH DATA PROCESSING EQUIPT,20000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,337,BOOKS-OTHER,119000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,30,PROPTY&EQUIP,338,LIBRARY BOOKS,480000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,402,TELEPHONE & OTHER COMMUNICATNS,54000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,403,OFFICE SERVICES,531077
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,315000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,414,RENTALS - LAND BLDGS & STRUCTS,14891732
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,417,ADVERTISING,30000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,451,NON OVERNIGHT TRVL EXP-GENERAL,55000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,15000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,600,CONTRACTUAL SERVICES GENERAL,395000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,608,MAINT & REP GENERAL,18500
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,612,OFFICE EQUIPMENT MAINTENANCE,200000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,619,SECURITY SERVICES,225000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,622,TEMPORARY SERVICES,1644973
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,624,CLEANING SERVICES,15000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,633,TRANSPORTATION EXPENDITURES,50000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,671,TRAINING PRGM CITY EMPLOYEES,80450
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,681,PROF SERV ACCTING & AUDITING,100000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,682,PROF SERV LEGAL SERVICES,820000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,683,PROF SERV ENGINEER & ARCHITECT,130000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,60,CNTRCTL SVCS,686,PROF SERV OTHER,13038979
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,70,FXD MIS CHGS,706,PROMPT PAYMENT INTEREST,500
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0201,ADMINISTRATIVE SERVICES DIV.,70,FXD MIS CHGS,732,MISCELLANEOUS AWARDS,11000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0207,ADMINISTRATION - FISCAL MISC. PAYMENTS,40,OTHR SER&CHR,403,OFFICE SERVICES,50000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0207,ADMINISTRATION - FISCAL MISC. PAYMENTS,40,OTHR SER&CHR,451,NON OVERNIGHT TRVL EXP-GENERAL,5000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0207,ADMINISTRATION - FISCAL MISC. PAYMENTS,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,5000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0207,ADMINISTRATION - FISCAL MISC. PAYMENTS,60,CNTRCTL SVCS,600,CONTRACTUAL SERVICES GENERAL,5000
025,LAW DEPARTMENT,002,OTHER THAN PERSONAL SERVICES,0002,ADMINISTRATIVE SERVICES DIV,0207,ADMINISTRATION - FISCAL MISC. PAYMENTS,60,CNTRCTL SVCS,622,TEMPORARY SERVICES,500000
